,title,Number_MoviesShows_dir,dir_average_score,Number_MoviesShows_cast,cast_average_score,type,director,cast,country,release_year,rating,duration,description,score,imdbid,genre.Crime,genre.Drama,genre.Thriller,genre.Action,genre.Horror,genre.Science_Fiction,genre.Music,genre.Reality,genre.Romance,genre.Comedy,genre.Mystery,genre.Documentary,genre.History,genre.Teen,genre.Health_&_Wellness,genre.Lifestyle,genre.Culture,genre.Black_Stories,genre.News,genre.Latino,genre.Adventure,genre.Anime,genre.Talk_Show,genre.Sketch_Comedy,genre.Family,genre.Kids,genre.Classics,genre.LGBTQ,genre.Adult_Animation,genre.Sitcom,genre.Cooking_&_Food,genre.Sports,genre.Game_Shows,genre.International,genre.Cartoons,genre.Science_&_Technology,genre.Stand_Up,genre.Special_Interest,genre.Suspense,genre.TV_Shows,"genre.Arts,_Entertainment,_and_Culture",genre.Variety,genre.Fantasy,genre.Young_Adult_Audience,genre.Animation,genre.Western,genre.Arthouse,genre.Unscripted,genre.Faith_and_Spirituality,genre.Military_and_War,genre.Independent_Movies,genre.British_TV_Shows,genre.Romantic_Movies,genre.Musical,genre.Comedies,genre.Classic_Movies,genre.Kids'_TV,genre.Nature,genre.Cult,genre.Korean_TV_Shows,genre.Movies,genre.Biographical,genre.Superhero,genre.Coming_of_Age,genre.Anthology,genre.Buddy,genre.Parody,genre.Spy/Espionage,genre.Survival,genre.Soap_Opera_/_Melodrama,genre.Dance,genre.Medical,genre.Disaster
154,Red Penguins,0.0,0.0,0.0,0.0,Movie,,,,2019,PG-13,80.0,"Red Penguins tells a bizarre story of capitalism and opportunism run amok in 1990s Moscow – complete with gangsters, strippers, and live bears serving beer on a hockey rink.",73.0,tt10779084,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155,Dreamcatcher,0.0,0.0,0.0,0.0,Movie,,,,2021,,108.0,"The film centers on two estranged sisters who, along with their friends, become entrenched in a 48 hour whirlwind of violence after a traumatic experience at an underground music festival.",26.0,tt9382172,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
156,Bill & Ted Face the Music,0.0,0.0,0.0,0.0,Movie,,,,2020,PG-13,92.0,"Now middle-aged dads, Bill and Ted have been trying to crank out a hit song and fulfill their destiny for decades. They decide to travel into the future and steal it from their older selves.",66.0,tt1086064,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
157,Dark Web: Cicada 3301,0.0,0.0,0.0,0.0,Movie,,,,2021,R,105.0,"When hacker Connor and his friends discover a mysterious online treasure hunt, the trio must elude aggressive NSA agents as they race to find the clues and claim the prize.",41.0,tt8110246,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
158,Silk Road,0.0,0.0,0.0,0.0,Movie,,,,2021,R,117.0,"Ross Ulbricht (Nick Robinson) launches the website Silk Road, a completely anonymous drug market, catching the focus of disgraced DEA agent Rick Bowden (Jason Clarke). As their private lives erode, they are trapped in an elaborate game of cat-and-mouse.",53.0,tt7937254,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
159,The Right One,0.0,0.0,0.0,0.0,Movie,,,,2021,R,95.0,"In this heartfelt rom-com, Sarah, a struggling novelist suffering from writer's block, serendipitously meets Godfrey, a down-on-his-luck oddball who constantly changes personas. She just might have found the man of her dreams...or has she?",30.0,tt6820128,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
160,28 Weeks Later,0.0,0.0,0.0,0.0,Movie,,,,2007,R,100.0,"Twenty-eight weeks after a virus has wiped out all human life in the UK, the island is declared safe, and people start to move back, only to be attacked by thousands who have been infected by a new airborne version of the virus.",68.0,tt0463854,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
161,68 Kill,0.0,0.0,0.0,0.0,Movie,,,,2017,R,93.0,A man in love with his girlfriend goes along with her plan to steal money.,59.0,tt5189894,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
162,Almost Human,0.0,0.0,0.0,0.0,Movie,,,,2014,,79.0,"WARNING: GRAPHIC VIOLENCE. A small town in New England becomes a raging inferno of axe murders and alien abduction in this lean, mean and terrifying horror film.",73.0,tt2654580,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
163,An Acceptable Loss,0.0,0.0,0.0,0.0,Movie,,,,2019,R,102.0,"She was the ultimate patriot. Now, what she knows could bring down the government. Tika Sumpter and Jamie Lee Curtis star in this explosive conspiracy of treason and lies.",47.0,tt7049542,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
164,Band Aid,0.0,0.0,0.0,0.0,Movie,,,,2017,R,94.0,A couple is advised to try working through their issues using music.,69.0,tt5816374,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
165,Bitter Harvest,0.0,0.0,0.0,0.0,Movie,,,,2017,R,103.0,"Set between the two World Wars and based on true historical events, BITTER HARVEST conveys the untold story of the Holodomor, the genocidal famine engineered by the tyrant Joseph Stalin.",50.0,tt3182620,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
166,Bohemian Rhapsody,0.0,0.0,0.0,0.0,Movie,,,,2018,PG-13,135.0,"Singer Freddie Mercury defies stereotypes and convention to become one of history's most beloved entertainers. After leaving Queen to pursue a solo career, Mercury reunites with the band for one of the greatest performances in rock 'n' roll history.",66.0,tt1727824,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
167,Carnage Park,0.0,0.0,0.0,0.0,Movie,,,,2016,,80.0,A psychotic sniper (Pat Healy) terrorizes a bank robber (James Landry Hébert) and his hostage (Ashley Bell) in the California desert.,48.0,tt4335650,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
168,Dealt,0.0,0.0,0.0,0.0,Movie,,,United States,2017,,85.0,"Prepare to be inspired and amazed by Richard Turner, one of the world's most renowned card magicians, who met adversity head-on and refused to let his disability define him.",59.0,tt3127902,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
