title,director,cast,score,Number_MoviesShows_dir,dir_average_score,Number_MoviesShows_cast,cast_average_score
,Jill Sprecher,,,1.0,70.0,,
,Jillian Schlesinger,,,1.0,76.0,,
,Jim Abrahams,,,1.0,59.0,,
,Jim Capobianco,,,1.0,66.0,,
,Jim Hosking,,,1.0,53.0,,
,"Jim Kammerud, Brian Smith",,,1.0,56.0,,
,Jim Monaco,,,1.0,17.0,,
,Jim Strouse,,,1.0,69.0,,
,"Jim Wheat, Ken Wheat",,,1.0,50.0,,
,Jimmy Henderson,,,1.0,42.0,,
,Jo Kastner,,,1.0,24.0,,
,Joachim Lafosse,,,1.0,35.0,,
,Joachim Rønning,,,1.0,62.0,,
,"Joachim Rønning, Espen Sandberg",,,2.0,63.0,,
,Joan Micklin Silver,,,1.0,10.0,,
,Joanna Hogg,,,1.0,71.0,,
,Joanne Hock,,,1.0,17.0,,
,Joaquín Mazón,,,1.0,30.0,,
,Joby Harold,,,1.0,55.0,,
,"Jodi Flynn, Brent Montgomery",,,1.0,37.0,,
,Joe Boyd,,,1.0,39.0,,
,Joe Chappelle,,,1.0,33.0,,
,Joe Cornish,,,1.0,67.0,,
,Joe Johnston,,,1.0,62.0,,
,Joe Mantello,,,1.0,70.0,,
,"Joe Murray, Cosmo Segurson",,,1.0,69.0,,
,Joe Newman,,,1.0,17.0,,
,Joe Nussbaum,,,3.0,46.333333333333336,,
,Joe Penna,,,1.0,59.0,,
,Joe Piscatella,,,1.0,77.0,,
,Joe Swanberg,,,1.0,64.0,,
,Joe Talbot,,,1.0,82.0,,
,"Joel Coen,  Ethan Coen",,,1.0,71.0,,
,"Joel Coen, Ethan Coen",,,1.0,79.0,,
,Joel Gallen,,,1.0,49.0,,
,Joel Hershman,,,1.0,58.0,,
,Joel Hopkins,,,1.0,48.0,,
,"Johane Matte, Andrew L. Schmidt, Francisco Ruiz Velasco",,,1.0,68.0,,
,Johannes Nyholm,,,1.0,37.0,,
,John A. Davis,,,1.0,63.0,,
,John Adams,,,1.0,68.0,,
,"John Adams, Toby Poser",,,1.0,7.0,,
,John Asher,,,4.0,26.75,,
,John Banas,,,1.0,17.0,,
,John Cherry,,,1.0,51.0,,
,John Cork,,,1.0,8.0,,
,John David Moffat IV,,,1.0,9.0,,
,John Dower,,,1.0,56.0,,
,John Erick Dowdle,,,1.0,55.0,,
,John Frankenheimer,,,1.0,38.0,,
,John Geddes,,,1.0,36.0,,
,"John Haptas, Kristine Samuelson",,,1.0,58.0,,
,John Herzfeld,,,1.0,21.0,,
,John Hillcoat,,,2.0,60.5,,
,John Hyams,,,1.0,33.0,,
,John Kafka,,,1.0,44.0,,
,John Korty,,,1.0,7.0,,
,John Laing,,,2.0,45.5,,
,John Lyde,,,1.0,38.0,,
,John Maclean,,,1.0,67.0,,
,John Murlowski,,,2.0,42.5,,
,John P. Gibson,,,1.0,9.0,,
,John Patrick Shanley,,,1.0,77.0,,
,John Pogue,,,2.0,48.0,,
,John Putch,,,1.0,38.0,,
,John Rawlins,,,1.0,6.0,,
,John Rich,,,1.0,47.0,,
,John Scheinfeld,,,1.0,74.0,,
,John Shepphird,,,2.0,16.5,,
,John Stainton,,,1.0,55.0,,
,John Sturges,,,2.0,10.0,,
,John Wells,,,2.0,67.5,,
,"John Wynn, Akhtem Seitablaev",,,1.0,44.0,,
,John Zaritsky,,,1.0,22.0,,
,Johnny Kevorkian,,,1.0,50.0,,
,Johnny Martin,,,1.0,37.0,,
,"Johnny Meier, David Aaron Stone",,,1.0,7.0,,
,Jon Avnet,,,1.0,45.0,,
,Jon Favreau,,,1.0,67.0,,
,Jon Garcia,,,1.0,47.0,,
,Jon Hewitt,,,1.0,14.0,,
,Jon J. Whelan,,,1.0,34.0,,
,Jon Long,,,1.0,24.0,,
,"Jon Lucas, Scott Moore",,,2.0,50.0,,
,Jon Rosenbaum,,,2.0,20.5,,
,Jon Schnitzer,,,1.0,53.0,,
,Jon Sumple,,,1.0,16.0,,
,Jon Watts,,,1.0,65.0,,
,Jonathan Augustin,,,1.0,27.0,,
,"Jonathan Dayton, Valerie Faris",,,1.0,82.0,,
,Jonathan Kaplan,,,1.0,58.0,,
,Jonathan Kasdan,,,1.0,62.0,,
,Jonathan Kaufman,,,1.0,33.0,,
,Jonathan Levine,,,1.0,49.0,,
,Jonathan Liebesman,,,1.0,44.0,,
,Jonathan Meyers,,,1.0,22.0,,
,Jonathan Prince,,,1.0,48.0,,
,Jonathan Teplitzky,,,1.0,66.0,,
,"Jonathan auf der Heide, Tony Ayres",,,1.0,39.0,,
,Jordan Ross,,,1.0,56.0,,
,Jorge Blanco,,,1.0,50.0,,
,Jorge Dorado,,,1.0,54.0,,
,Jorge M. Fontana,,,1.0,15.0,,
,Jorge R. Gutiérrez,,,1.0,77.0,,
,Jos Humphrey,,,1.0,28.0,,
,Jose Montesinos (Frenzy),,,1.0,15.0,,
,Josef Fares,,,1.0,39.0,,
,Joseph Cross,,,1.0,47.0,,
,Joseph H. Lewis,,,1.0,57.0,,
,Joseph Hsu,,,1.0,52.0,,
,Joseph V. Mascelli,,,1.0,16.0,,
,Josh Bailey,,,1.0,10.0,,
,Josh Cooley,,,1.0,84.0,,
,Josh F. Huber,,,1.0,27.0,,
,Josh Greenbaum,,,1.0,52.0,,
,Josh Mendoza,,,1.0,44.0,,
,"Josh Safdie, Benny Safdie",,,1.0,78.0,,
,Josh Webber,,,1.0,17.0,,
,"Josh Z. Weinstein, Joshua Z. Weinstein",,,1.0,75.0,,
,Joshua Rofé,,,1.0,69.0,,
,Joshua Sanchez,,,1.0,9.0,,
,Joshua Zeman,,,1.0,64.0,,
,Joyce Bernal,,,2.0,9.5,,
,Joyce Chopra,,,1.0,40.0,,
,Juan Antin,,,1.0,40.0,,
,Juan Camilo Pinzon,,,1.0,10.0,,
,Juan Carlos Medina,,,1.0,45.0,,
,Juan Carlos Valdivia,,,1.0,23.0,,
,Juan Pablo Buscarini,,,1.0,44.0,,
,Judah Friedlander,,,1.0,47.0,,
,Julia Dyer,,,1.0,16.0,,
,Julia Knowles,,,1.0,31.0,,
,Julia von Heinz,,,1.0,52.0,,
,Julian Jarrold,,,2.0,65.5,,
,Julie Dash,,,1.0,74.0,,
,Julie Robinson,,,1.0,55.0,,
,Julien Royal,,,1.0,19.0,,
,Julius Avery,,,1.0,60.0,,
,July Hygreck,,,1.0,15.0,,
,Jun Falkenstein,,,1.0,63.0,,
,Just Philippot,,,1.0,55.0,,
,"Justin Benson, Aaron Moorhead",,,2.0,70.5,,
,Justin Chadwick,,,2.0,54.0,,
,Justin Kelly,,,1.0,56.0,,
,Justin Lin,,,1.0,75.0,,
,Justin McConnell,,,1.0,54.0,,
,"Jérémie Degruson, Ben Stassen",,,1.0,48.0,,
,K. Rajagopal,,,1.0,10.0,,
,K. Ravi Shankar,,,1.0,6.0,,
,K. S. Manikandan,,,1.0,12.0,,
,K. Subhash,,,1.0,10.0,,
,KS Ravindra(Bobby),,,1.0,12.0,,
,Ka-Wai Kam,,,1.0,67.0,,
,Kabir Bhatia,,,1.0,13.0,,
,Kacho López Mari,,,1.0,7.0,,
,Kader Aoun,,,1.0,22.0,,
,Kamala Lopez,,,1.0,29.0,,
,Karel Reisz,,,1.0,76.0,,
,Karen Leigh Hopkins,,,1.0,44.0,,
,Karen Maine,,,1.0,68.0,,
,Kari Skogland,,,1.0,35.0,,
,"Karim Amer, Jehane Noujaim",,,1.0,71.0,,
,Karl Geurs,,,1.0,62.0,,
,Karzan Kader,,,1.0,42.0,,
,Kaspar Astrup Schröder,,,1.0,35.0,,
,Kasper Barfoed,,,1.0,52.0,,
,Kasper Collin,,,1.0,78.0,,
,Kasra Farahani,,,1.0,55.0,,
,Katharine Emmer,,,1.0,24.0,,
,Katherine Brooks,,,1.0,59.0,,
,Katherine Dieckmann,,,1.0,58.0,,
,"Katy Chevigny, Ross Kauffman",,,1.0,41.0,,
,Kavi Raz,,,1.0,22.0,,
,Keanu Reeves,,,1.0,62.0,,
,Kees Van Oostrum,,,1.0,20.0,,
,Keiichi Hara,,,1.0,69.0,,
,"Keith Fulton, Louis Pepe",,,1.0,75.0,,
,Kelly Asbury,,,1.0,57.0,,
,Kelly Duane de la Vega,,,1.0,65.0,,
,Kelly Fremon Craig,,,1.0,79.0,,
,"Kelly Noonan Gores, Adam Schomer",,,1.0,50.0,,
,Kemi Adetiba,,,2.0,16.0,,
,Ken Annakin,,,1.0,29.0,,
,Ken Hughes,,,2.0,65.5,,
,Ken Kushner,,,1.0,20.0,,
,Kenneth Branagh,,,2.0,47.5,,
,Kenny Golde,,,1.0,8.0,,
,Kenny Leon,,,1.0,52.0,,
,Kepa Sojo,,,1.0,25.0,,
,Kerry Mondragon,,,1.0,49.0,,
,Kerstin Karlhuber,,,1.0,60.0,,
,Ketan Mehta,,,1.0,24.0,,
,Keva Rosenfeld,,,1.0,64.0,,
,Kevan Peterson,,,1.0,25.0,,
,"Kevin Booth, David Johndrow",,,1.0,50.0,,
,Kevin Bray,,,1.0,10.0,,
,Kevin Connolly,,,1.0,41.0,,
,Kevin Costner,,,1.0,82.0,,
,Kevin Donovan,,,1.0,43.0,,
,Kevin Hooks,,,2.0,58.0,,
,Kevin Macdonald,,,2.0,67.0,,
,Kevin McMullin,,,1.0,66.0,,
,Kevin Phillips,,,1.0,9.0,,
,"Kevin R. Adams, Joe Ksander",,,1.0,70.0,,
,Kevin Shulman,,,1.0,10.0,,
,Kevin Tenney,,,1.0,14.0,,
,Kevin Tostado,,,1.0,35.0,,
,Kevin VanHook,,,1.0,13.0,,
,Khalid Mohamed,,,1.0,36.0,,
,Kheiron,,,2.0,46.5,,
,Kief Davidson,,,1.0,43.0,,
,"Kief Davidson, Richard Ladkani",,,1.0,76.0,,
,Kieran Darcy-Smith,,,2.0,50.0,,
,Kike Maíllo,,,2.0,56.5,,
,"Kiko Cruz Claverol, Patricia Font",,,1.0,14.0,,
,Kim A. Snyder,,,1.0,76.0,,
,Kim Jee-woon,,,1.0,50.0,,
,Kim Sung-ho,,,1.0,22.0,,
,Kim Tae-hyung,,,1.0,50.0,,
,King Baggot,,,1.0,34.0,,
,Kirati Nakintanon,,,1.0,6.0,,
,Kirk Douglas,,,1.0,43.0,,
,Kishore Tirumala,,,1.0,25.0,,
,Kittiphak Thonguam,,,1.0,12.0,,
,Kitty Green,,,1.0,64.0,,
,Klaus Menzel,,,1.0,10.0,,
,Kongkiat Komesiri,,,1.0,38.0,,
,Kranti Kanade,,,1.0,22.0,,
,Kris Pearn,,,1.0,70.0,,
,Krish,,,1.0,51.0,,
,Krishnan Jayaraj,,,1.0,8.0,,
,"Kristi Jacobson, Lori Silverbush",,,1.0,73.0,,
,Kristine Stolakis,,,1.0,71.0,,
,Krysia Plonka,,,1.0,32.0,,
,Kyle Newman,,,1.0,46.0,,
,Kyle Patrick Alvarez,,,1.0,67.0,,
,Kyle Rankin,,,1.0,24.0,,
,Kyle Rideout,,,1.0,54.0,,
,Kyoko Miyake,,,1.0,59.0,,
,L. Frazier,,,1.0,8.0,,
,LP,,,1.0,40.0,,
,"Lana Wachowski, Lilly Wachowski",,,1.0,45.0,,
,Lana Wilson,,,1.0,78.0,,
,Lance Hammer,,,1.0,51.0,,
,Lance Hool,,,1.0,51.0,,
,Larry Latham,,,1.0,33.0,,
,Laslo Benedek,,,1.0,17.0,,
,"Lasse Hallström, Joe Johnston",,,1.0,46.0,,
,Laura Brownson,,,1.0,54.0,,
,Laura Fairrie,,,1.0,33.0,,
,Lauren Greenfield,,,1.0,61.0,,
,Lauren MacMullan,,,1.0,73.0,,
,Lauren Miller Rogen,,,1.0,56.0,,
,Laxman Utekar,,,2.0,57.0,,
,Laïla Marrakchi,,,1.0,38.0,,
,Le Van Kiet,,,1.0,70.0,,
,Le Var Burton,,,1.0,36.0,,
,Leandro Neri,,,1.0,43.0,,
,Lech Majewski,,,1.0,55.0,,
,Lee Eung-bok,,,1.0,86.0,,
,Lee Friedlander,,,1.0,36.0,,
,Lee Jeong-beom,,,1.0,43.0,,
,Lee Kae-byeok,,,1.0,44.0,,
,Lee Kirk,,,1.0,49.0,,
,Lee Shallat Chemel,,,1.0,20.0,,
,Lee Yoon-jung,,,1.0,69.0,,
,Leena Yadav,,,3.0,18.666666666666668,,
,Lekh Tandon,,,1.0,4.0,,
,Lena Khan,,,2.0,57.0,,
,Lenin Bharathi,,,1.0,29.0,,
,Lennart Ruff,,,1.0,38.0,,
,Leo Matsuda,,,1.0,77.0,,
,Leo Riley,,,1.0,48.0,,
,"Leo Scott, Ting Poo",,,1.0,77.0,,
,Leonid Gaidai,,,1.0,75.0,,
,Leos Carax,,,1.0,72.0,,
,Leste Chan,,,1.0,42.0,,
,Letizia Lamartire,,,1.0,54.0,,
,Lev Spiro,,,1.0,52.0,,
,Levan Tsikurishvili,,,1.0,77.0,,
,"Lewis Milestone, Carol Reed",,,1.0,65.0,,
,Li Jun,,,1.0,18.0,,
,Li Weiran,,,1.0,50.0,,
,Lilibet Foster,,,1.0,68.0,,
,"Lilly Wachowski, Lana Wachowski",,,3.0,71.33333333333333,,
,"Lilly Wachowski, Lana Wachowski, Tom Tykwer",,,1.0,71.0,,
,Linas Phillips,,,1.0,56.0,,
,Linda G. Mills,,,1.0,50.0,,
,Linda Otto,,,1.0,11.0,,
,"Linda Saffire, Adam Schlesinger",,,1.0,37.0,,
,Lionel C. Martin,,,1.0,38.0,,
,Lisa Ellzey,,,1.0,55.0,,
,Lisa Gottlieb,,,1.0,5.0,,
,Lisa Zi Xiang,,,1.0,28.0,,
,"Liz Garbus, Lisa Cortes",,,1.0,78.0,,
,Liz Plonka,,,1.0,64.0,,
,Liz Tuccillo,,,1.0,51.0,,
,Lloyd Corrigan,,,1.0,11.0,,
,Lo Wei,,,1.0,74.0,,
,Lokesh Kanagaraj,,,1.0,61.0,,
,Lorcan Finnegan,,,1.0,54.0,,
,Louie Psihoyos,,,1.0,78.0,,
,Louie Schwartzberg,,,1.0,80.0,,
,Louis C.K.,,,2.0,80.5,,
,Louis J. Horvitz,,,1.0,35.0,,
,Louis Leterrier,,,1.0,50.0,,
,Louis Morneau,,,1.0,29.0,,
,"Luca Boni, Marco Ristori",,,1.0,17.0,,
,Luca Guadagnino,,,1.0,69.0,,
,Lucas Margutti,,,2.0,11.0,,
,Lucas Santa Ana,,,1.0,38.0,,
,Lucien Bourjeily,,,1.0,20.0,,
,Lucky McKee,,,1.0,62.0,,
,Ludovic Bernard,,,1.0,67.0,,
,"Luis Alberto Restrepo, Andrés Beltrán, Jaime Rayo",,,1.0,32.0,,
,Luis Alejandro Berdejo,,,1.0,44.0,,
,Luis Ara,,,1.0,12.0,,
,Luis Estrada,,,1.0,64.0,,
,Luis Javier Henaine,,,1.0,43.0,,
,"Luis Lopez, Clay Tweel",,,1.0,50.0,,
,Luis Puenzo,,,1.0,54.0,,
,Luke Snellin,,,1.0,57.0,,
,Lulu Wang,,,1.0,84.0,,
,Lynn Roth,,,1.0,30.0,,
,Lynne Ramsay,,,1.0,76.0,,
,"Lyric R. Cabral, David Felix Sutcliffe",,,1.0,74.0,,
,Maciej Dejczer,,,1.0,17.0,,
,Macon Blair,,,1.0,73.0,,
,"Madeleine Parry, Jon Olb",,,1.0,76.0,,
,Madonne Ashwin,,,1.0,52.0,,
,Mahesh Manjrekar,,,1.0,17.0,,
,Mahesh Narayan,,,1.0,56.0,,
,Mahesh Narayanan,,,1.0,67.0,,
,Mahmoud Karim,,,1.0,10.0,,
,Mahmoud al Massad,,,1.0,12.0,,
,Maite Ruiz De Austri,,,1.0,32.0,,
,Makoto Shinkai,,,1.0,75.0,,
,Malcolm Venville,,,1.0,49.0,,
,Malik Bendjelloul,,,1.0,86.0,,
,Mamoru Hosoda,,,1.0,73.0,,
,Mandeep Kumar,,,1.0,35.0,,
,Mangesh Hadawale,,,1.0,14.0,,
,Manimaran,,,1.0,18.0,,
,Mann Robinson,,,1.0,7.0,,
,Manny Rodriguez,,,2.0,47.5,,
,Manu Ashokan,,,1.0,53.0,,
,Manu Warrier,,,1.0,44.0,,
,Mar Targarona,,,1.0,54.0,,
,Marah Strauch,,,1.0,70.0,,
,Marc Evans,,,1.0,9.0,,
,Marc Forster,,,2.0,64.5,,
,Marc Fouchard,,,1.0,31.0,,
,Marc Meyers,,,1.0,52.0,,
,Marc Vigil,,,1.0,46.0,,
,Marc Webb,,,1.0,50.0,,
,Marcel Barrena,,,1.0,70.0,,
,Marcelo González,,,1.0,8.0,,
,Marco Risi,,,1.0,15.0,,
,Marco Schnabel,,,1.0,31.0,,
,Marcos Bucay,,,1.0,14.0,,
,Marcos Carnevale,,,1.0,28.0,,
,Marcus Clarke,,,1.0,75.0,,
,Maria Pulera,,,1.0,41.0,,
,Marianna Palka,,,1.0,51.0,,
,Marie Madinier,,,1.0,22.0,,
,Marina Seresesky,,,1.0,29.0,,
,Mario Briongos,,,1.0,31.0,,
,Mario N. Bonassin,,,1.0,5.0,,
,Mario Rouleau,,,1.0,27.0,,
,Maris Curran,,,1.0,42.0,,
,Marita Grabiak,,,1.0,20.0,,
,Mark A.Z. Dippé,,,1.0,32.0,,
,"Mark A.Z. Dippé, Kyung Ho Lee",,,1.0,35.0,,
,"Mark Andrews, Brenda Chapman",,,1.0,72.0,,
,Mark Atkins,,,1.0,22.0,,
,"Mark Benjamin, Marc Levin",,,1.0,23.0,,
,Mark Dindal,,,2.0,64.5,,
,Mark Dippé,,,3.0,48.666666666666664,,
,"Mark Franchetti, Andrew Meier",,,1.0,46.0,,
,Mark Helfrich,,,1.0,40.0,,
,Mark Lewis,,,2.0,50.5,,
,Mark O'Connor,,,1.0,53.0,,
,Mark Obenhaus,,,1.0,25.0,,
,Mark Osborne,,,1.0,79.0,,
,Mark Palansky,,,1.0,51.0,,
,Mark Polonia,,,1.0,10.0,,
,Mark Rosman,,,1.0,46.0,,
,Mark Sawers,,,1.0,39.0,,
,Mark Toia,,,1.0,54.0,,
,Maroun Baghdadi,,,1.0,19.0,,
,Marta Cunningham,,,1.0,49.0,,
,"Martha Kehoe, Joan Tosni",,,1.0,36.0,,
,Martin Brest,,,1.0,80.0,,
,Martin Campbell,,,3.0,63.666666666666664,,
,Martin Johnson,,,1.0,11.0,,
,Martin Krejcí,,,1.0,64.0,,
,Martin Owen,,,1.0,41.0,,
,Martin Prakkat,,,1.0,62.0,,
,Martin Weisz,,,1.0,32.0,,
,Martin Wood,,,1.0,52.0,,
,Marty Callner,,,1.0,71.0,,
,Martín Sastre,,,1.0,15.0,,
,Mary Harron,,,1.0,74.0,,
,Marya Cohn,,,1.0,59.0,,
,María Jose Cuevas,,,1.0,44.0,,
,Masaaki Yuasa,,,2.0,73.5,,
,Massimiliano Camaiti,,,1.0,39.0,,
,"Mastan Alibhai Burmawalla, Abbas Alibhai Burmawalla",,,1.0,57.0,,
,Mateo Gil,,,2.0,53.0,,
,Matheus Souza,,,1.0,46.0,,
,"Mathias Malzieu, Stéphane Berla",,,1.0,71.0,,
,Mathieu Ratthe,,,1.0,28.0,,
,Mati Diop,,,1.0,77.0,,
,"Matt Angel, Suzanne Coote",,,1.0,27.0,,
,Matt Aselton,,,1.0,54.0,,
,Matt Drummond,,,2.0,29.5,,
,Matt Green,,,1.0,19.0,,
,Matt Johnson,,,1.0,61.0,,
,Matt Kay,,,1.0,28.0,,
,Matt Mitchell,,,1.0,16.0,,
,Matt Ogens,,,1.0,63.0,,
,Matt Ross,,,1.0,73.0,,
,Matt Thompson,,,1.0,50.0,,
,Matt Toronto,,,1.0,37.0,,
,"Matt Villines, Oz Rodriguez",,,1.0,35.0,,
,Matt Wechsler,,,1.0,25.0,,
,Matthew B.C.,,,1.0,62.0,,
,Matthew Robbins,,,1.0,68.0,,
,Matthew Ross,,,1.0,56.0,,
,Matthew Salleh,,,1.0,30.0,,
,Matthew Thompson,,,1.0,23.0,,
,Matthew Vaughn,,,2.0,75.0,,
,Maurice Joyce,,,1.0,43.0,,
,Mauricio Eça,,,2.0,56.5,,
,"Max Lang, Jani Lachauer",,,1.0,72.0,,
,Max Martini,,,1.0,52.0,,
,Max McGill,,,1.0,5.0,,
,Max McGuire,,,1.0,8.0,,
,Max Nichols,,,1.0,55.0,,
,Max Strand,,,1.0,23.0,,
,Maximilian Erlenwein,,,1.0,56.0,,
,Maxwell McGuire,,,1.0,49.0,,
,Maya Forbes,,,1.0,61.0,,
,Maz Jobrani,,,1.0,20.0,,
,Maïwenn,,,1.0,47.0,,
,Megan Griffiths,,,1.0,69.0,,
,Mehran C. Torgoley,,,1.0,28.0,,
,Meltem Bozoflu,,,1.0,16.0,,
,Menno Meyjes,,,1.0,66.0,,
,Merawi Gerima,,,1.0,70.0,,
,"Micaela Wittman, Arthur De Larroche",,,1.0,39.0,,
,Micha Wald,,,1.0,16.0,,
,Michael A. Nickles,,,2.0,28.0,,
,Michael A. Simpson,,,1.0,53.0,,
,Michael Anderson,,,1.0,65.0,,
,Michael Barnett,,,1.0,38.0,,
,Michael Berz,,,1.0,28.0,,
,Michael Blieden,,,1.0,63.0,,
,Michael Buster,,,1.0,9.0,,
,Michael Cooney,,,1.0,43.0,,
,Michael Crichton,,,1.0,41.0,,
,Michael Cuesta,,,2.0,62.0,,
,Michael Del Monte,,,1.0,50.0,,
,Michael Dominic,,,1.0,28.0,,
,Michael Drumm,,,1.0,63.0,,
,Michael Epstein,,,1.0,48.0,,
,Michael Fimognari,,,1.0,59.0,,
,Michael G. Cooney,,,1.0,44.0,,
,Michael Gottlieb,,,1.0,33.0,,
,Michael Gracey,,,1.0,72.0,,
,Michael Grossman,,,1.0,65.0,,
,Michael Harte,,,1.0,53.0,,
,Michael J.F. Scott,,,1.0,17.0,,
,Michael Jai White,,,1.0,57.0,,
,Michael Kampa,,,1.0,27.0,,
,"Michael Kerry Matthews, Thomas Matthews",,,1.0,25.0,,
,Michael Larnell,,,1.0,61.0,,
,Michael Lindsay-Hogg,,,1.0,59.0,,
,Michael Lockshin,,,1.0,66.0,,
,Michael M. Scott,,,1.0,47.0,,
,Michael Mason,,,1.0,45.0,,
,Michael Mazzola,,,1.0,68.0,,
,Michael O. Sajbel,,,1.0,63.0,,
,Michael Oblowitz,,,1.0,28.0,,
,"Michael Palmieri, Donal Mosher",,,1.0,27.0,,
,Michael Paul Stephenson,,,1.0,45.0,,
,Michael Radford,,,1.0,41.0,,
,Michael Ritchie,,,2.0,48.5,,
,"Michael Spierig, Peter Spierig",,,1.0,46.0,,
,Michael Walker,,,1.0,41.0,,
,Michel Poulette,,,1.0,40.0,,
,Michelle Danner,,,1.0,8.0,,
,Michelle MacLaren,,,1.0,47.0,,
,Michihito Fujii,,,1.0,59.0,,
,Mick Davis,,,1.0,33.0,,
,Mick Jackson,,,1.0,51.0,,
,Midhun Manuel Thomas,,,1.0,26.0,,
,Miguel Alexandre,,,1.0,39.0,,
,Miguel Morayta,,,1.0,8.0,,
,Miguel Ángel Lamata,,,1.0,54.0,,
,Miguel Ángel Vivas,,,1.0,64.0,,
,Mikael Håfström,,,1.0,51.0,,
,Mike Bencivenga,,,1.0,17.0,,
,Mike Binder,,,2.0,70.5,,
,Mike Disa,,,1.0,45.0,,
,"Mike Diva, Akiva Schaffer",,,1.0,72.0,,
,Mike Elliott,,,1.0,36.0,,
,"Mike Fetterly, Steve Sacks",,,1.0,60.0,,
,"Mike Gabriel, Eric Goldberg",,,1.0,65.0,,
,Mike Hodges,,,1.0,74.0,,
,Mike Mendez,,,1.0,54.0,,
,Mike Mills,,,1.0,80.0,,
,Mike Newell,,,1.0,55.0,,
,Mike Nicoll,,,1.0,17.0,,
,Mike Ockrent,,,1.0,34.0,,
,Mike Rohl,,,1.0,53.0,,
,"Mike Smith, John Paul Tremblay, Robb Wells",,,1.0,8.0,,
,Mike Thurmeier,,,1.0,46.0,,
,Mikhail Red,,,3.0,36.666666666666664,,
,Mikkel Brænne Sandemose,,,1.0,33.0,,
,"Mila Aung-Thwin, Van Royko",,,1.0,38.0,,
,Milap Milan Zaveri,,,1.0,23.0,,
,Milap Zaveri,,,1.0,42.0,,
,Miloš Forman,,,1.0,59.0,,
,Milton Katselas,,,1.0,63.0,,
,Milton Kremer,,,1.0,58.0,,
,Mimi Leder,,,1.0,53.0,,
,Mira Nair,,,1.0,79.0,,
,Mitch Dickman,,,1.0,59.0,,
,Mitch Schauer,,,1.0,34.0,,
,Mitchell Lichtenstein,,,1.0,59.0,,
,"Mitzi Vanessa Arreola, Amir Galvan Cervera",,,1.0,35.0,,
,Mohan Raja,,,1.0,44.0,,
,Monfery Dominique,,,1.0,68.0,,
,Monika Mitchell,,,1.0,56.0,,
,Morgan J. Freeman,,,1.0,55.0,,
,Morgan Murphy,,,1.0,9.0,,
,"Morgan Neville, Robert Gordon",,,1.0,79.0,,
,Mrighdeep Lamba,,,1.0,37.0,,
,Mukul Abhyankar,,,1.0,20.0,,
,Murat Kepez,,,1.0,41.0,,
,Musthafa,,,1.0,43.0,,
,"Myles Kane, Josh Koury",,,1.0,64.0,,
,Myles Sorensen,,,1.0,5.0,,
,N. Linguswamy,,,2.0,29.5,,
,Na Hyeon,,,1.0,45.0,,
,Nabil Ayouch,,,1.0,46.0,,
,Nacho G. Velilla,,,1.0,53.0,,
,"Nana Ekvtimishvili, Simon Gross",,,1.0,82.0,,
,"Nanfu Wang, Jialing Zhang",,,1.0,80.0,,
,Naranippuzha Shanavas,,,1.0,14.0,,
,Naresh Malhotra,,,1.0,27.0,,
,Naseef Yusuf Izuddin,,,1.0,31.0,,
,Natalie Portman,,,1.0,60.0,,
,Natasha Lyonne,,,1.0,39.0,,
,Nathan Greno,,,1.0,40.0,,
,Nathan Morlando,,,1.0,61.0,,
,"Nathanael Wiseman, Robert Osman",,,1.0,28.0,,
,Nathaniel Atcheson,,,1.0,38.0,,
,Navdeep Singh,,,2.0,43.5,,
,Navot Papushado,,,1.0,56.0,,
,Neeraj Vora,,,1.0,65.0,,
,Neil Abramson,,,1.0,36.0,,
,Neil Diamond,,,1.0,56.0,,
,Neil Gelinas,,,1.0,21.0,,
,Neil LaBute,,,1.0,56.0,,
,Neil Marshall,,,1.0,77.0,,
,Neville Shah,,,1.0,19.0,,
,Niall Johnson,,,1.0,26.0,,
,Niall MacCormick,,,1.0,35.0,,
,Nic Mathieu,,,1.0,63.0,,
,Nicholas Danko,,,1.0,21.0,,
,Nicholas Hytner,,,1.0,65.0,,
,Nicholas Stoller,,,1.0,64.0,,
,Nicholas Winter,,,1.0,27.0,,
,"Nick Bicanic, Jason Bourque",,,1.0,34.0,,
,Nick Budabin,,,1.0,33.0,,
,Nick Gomez,,,2.0,47.0,,
,Nick Love,,,1.0,46.0,,
,Nick Moore,,,1.0,61.0,,
,Nick Simon,,,1.0,45.0,,
,Nick Weiss,,,1.0,18.0,,
,Nicolas Bary,,,1.0,37.0,,
,Nicolas Gessner,,,1.0,69.0,,
,Nikolai Lebedev,,,1.0,28.0,,
,Nikolay Lebedev,,,1.0,54.0,,
,Nima Nourizadeh,,,1.0,52.0,,
,Nina May,,,1.0,16.0,,
,Nir Paniry,,,1.0,55.0,,
,"Noah Baumbach, Jake Paltrow",,,1.0,82.0,,
,None,,,1.0,37.0,,
,Noor Imran Mithu,,,1.0,12.0,,
,Nora Ephron,,,1.0,69.0,,
,Nora Fingscheidt,,,1.0,83.0,,
,Nora Twomey,,,1.0,81.0,,
,Norberto López Amado,,,1.0,46.0,,
,Noriyuki Abe,,,1.0,68.0,,
,"Norm Hiscock, Gary Howsam, Mike Smith, John Paul Tremblay, Robb Wells",,,1.0,68.0,,
,Norman Krasna,,,1.0,15.0,,
,Norman McLeod,,,1.0,10.0,,
,Noviandra Santosa,,,1.0,18.0,,
,Nuel Naval,,,1.0,18.0,,
